Date,Open,High,Low,Close,Volume,Taker_Buy_Volume
2017-08-14 00:00:00,4261.48000000,4485.39000000,3850.00000000,4086.29000000,2843.43142600,2240.24924000
2017-08-21 00:00:00,4069.13000000,4453.91000000,3400.00000000,4310.01000000,4599.39662900,1755.53026500
2017-08-28 00:00:00,4310.01000000,4939.19000000,4124.54000000,4509.08000000,4753.84337600,1371.03442800
2017-09-04 00:00:00,4505.00000000,4788.59000000,3603.00000000,4130.37000000,6382.78774500,2821.42273900
2017-09-11 00:00:00,4153.62000000,4394.59000000,2817.00000000,3699.99000000,8106.70512700,3763.12845200
2017-09-18 00:00:00,3690.00000000,4123.20000000,3505.55000000,3660.02000000,5908.32335000,2821.43888700
2017-09-25 00:00:00,3660.02000000,4406.52000000,3653.69000000,4378.48000000,5782.30542400,2482.36136700
2017-10-02 00:00:00,4400.00000000,4658.00000000,4110.00000000,4640.00000000,4708.27295600,2077.80349000
2017-10-09 00:00:00,4640.00000000,5922.30000000,4550.00000000,5709.99000000,7913.92583700,4280.12726900
2017-10-16 00:00:00,5710.00000000,6171.00000000,5037.95000000,5950.02000000,12157.76944700,5501.91240000
2017-10-23 00:00:00,5975.00000000,6189.88000000,5286.98000000,6169.98000000,13133.99457000,5845.14325200
2017-10-30 00:00:00,6133.01000000,7590.25000000,6030.00000000,7345.01000000,11663.20964800,5037.95081100
2017-11-06 00:00:00,7345.10000000,7770.02000000,5325.01000000,5811.03000000,18916.31990000,8296.83946000
2017-11-13 00:00:00,5839.94000000,8123.15000000,5699.99000000,8038.00000000,19791.10101100,9966.29773500
2017-11-20 00:00:00,8057.11000000,9350.00000000,7801.00000000,9128.02000000,28921.85979200,14522.91338900
2017-11-27 00:00:00,9128.00000000,11825.00000000,8520.00000000,11165.41000000,48427.94965000,27122.18773100
2017-12-04 00:00:00,11165.41000000,17204.99000000,10802.00000000,14899.98000000,72469.97762700,42089.10953200
2017-12-11 00:00:00,14946.26000000,19798.68000000,14666.56000000,18860.02000000,67851.48621500,33646.70546800
2017-12-18 00:00:00,18860.04000000,19300.00000000,10961.00000000,13500.00000000,135385.44032200,67305.69647400
2017-12-25 00:00:00,13500.00000000,16498.05000000,11750.00000000,13716.36000000,116522.75432100,62664.76657500
2018-01-01 00:00:00,13715.65000000,17176.24000000,12750.00000000,16150.03000000,120239.39935900,68117.13905900
2018-01-08 00:00:00,16218.85000000,16322.30000000,11400.00000000,13474.99000000,137537.90456500,67529.52572500
2018-01-15 00:00:00,13477.98000000,14249.99000000,9035.00000000,11530.00000000,303127.50213700,148847.01839200
2018-01-22 00:00:00,11530.00000000,12244.00000000,9900.24000000,11879.95000000,198030.05111700,95219.66417600
2018-01-29 00:00:00,11879.95000000,11975.02000000,7930.00000000,8184.81000000,202016.40775900,92718.81910100
2018-02-05 00:00:00,8179.99000000,9065.78000000,6000.01000000,8063.88000000,340794.29213100,168442.58026900
2018-02-12 00:00:00,8063.82000000,11274.00000000,8053.00000000,10383.43000000,311863.06813700,152843.46078700
2018-02-19 00:00:00,10375.01000000,11786.01000000,9274.80000000,9590.00000000,350623.13291100,170833.28442700
2018-02-26 00:00:00,9590.00000000,11565.00000000,9350.00000000,11515.00000000,183970.99761400,90364.52128500
2018-03-05 00:00:00,11515.00000000,11710.00000000,8329.00000000,9533.57000000,282035.22538200,135387.47704700
2018-03-12 00:00:00,9533.57000000,9888.88000000,7322.00000000,8189.99000000,315835.15160600,152466.84692700
2018-03-19 00:00:00,8189.00000000,9177.01000000,8088.40000000,8470.15000000,285211.53951100,140515.57225800
2018-03-26 00:00:00,8470.14000000,8514.89000000,6430.00000000,6813.01000000,308729.49203100,150619.59256200
2018-04-02 00:00:00,6813.01000000,7520.00000000,6500.00000000,7018.00000000,232320.07049900,116325.45462500
2018-04-09 00:00:00,7011.04000000,8429.54000000,6611.00000000,8355.00000000,259877.02241400,132620.41641700
2018-04-16 00:00:00,8355.07000000,9035.00000000,7825.40000000,8787.02000000,233025.38619000,119054.12687200
2018-04-23 00:00:00,8785.70000000,9759.82000000,8651.62000000,9419.00000000,306668.07214000,155630.17935000
2018-04-30 00:00:00,9417.04000000,10020.00000000,8800.49000000,9659.01000000,222274.38854000,113653.80355000
2018-05-07 00:00:00,9661.02000000,9689.67000000,8153.00000000,8679.71000000,224151.29875100,110160.48336000
2018-05-14 00:00:00,8679.71000000,8879.99000000,7911.90000000,8526.98000000,182713.82601200,92219.28136100
2018-05-21 00:00:00,8526.97000000,8595.31000000,7231.11000000,7338.99000000,190894.60093900,96911.18683200
2018-05-28 00:00:00,7338.99000000,7786.69000000,7032.95000000,7714.26000000,211929.27076600,117482.54749000
2018-06-04 00:00:00,7714.26000000,7765.00000000,6622.81000000,6764.99000000,211352.73747800,114201.83441300
2018-06-11 00:00:00,6765.00000000,6922.00000000,6118.68000000,6449.61000000,234080.84117100,127373.60965300
2018-06-18 00:00:00,6444.06000000,6841.74000000,5750.00000000,6136.97000000,234147.62101500,125738.64224100
2018-06-25 00:00:00,6137.95000000,6528.99000000,5780.00000000,6356.81000000,207746.55900600,112957.36097300
